text,span,label,ordinal
Such a BUGGY unoptimized piece of software every update fixes nothing.Seems like only streamers running 1080 sli rigs can even get a stable frame rate that!!.Frames drop from 45 to 6 in a second just from looking inside a house which shouldnt be more intensive than rendering a whole ing game worlds geography.Dont get me wrong i love the premise and the non stop action and tense environment make a really cool experience but unitl this thing becomes stable and you can exit a match without the game crashing every and i mean every time its not worth the money.If it was a cheaper game due to the early access state of the game i wouldnt mind but for the money the devs ask for i expect at least a stable ux and a stable frame rate i wouldnt even mind if there was a frame lock option or something like that.When it comes to the games content things can always be added and new ideas and concepts can be developed but when it comes to optimisation and how the user can use the gui it either works or it dosent and this simply dosent.The unreal 4 engine is really cool but there is alot of work to be done here which i hope does happen.,Gameplay Mechanics,positive,0
Such a BUGGY unoptimized piece of software every update fixes nothing.Seems like only streamers running 1080 sli rigs can even get a stable frame rate that!!.Frames drop from 45 to 6 in a second just from looking inside a house which shouldnt be more intensive than rendering a whole ing game worlds geography.Dont get me wrong i love the premise and the non stop action and tense environment make a really cool experience but unitl this thing becomes stable and you can exit a match without the game crashing every and i mean every time its not worth the money.If it was a cheaper game due to the early access state of the game i wouldnt mind but for the money the devs ask for i expect at least a stable ux and a stable frame rate i wouldnt even mind if there was a frame lock option or something like that.When it comes to the games content things can always be added and new ideas and concepts can be developed but when it comes to optimisation and how the user can use the gui it either works or it dosent and this simply dosent.The unreal 4 engine is really cool but there is alot of work to be done here which i hope does happen.,action,positive,0
Such a BUGGY unoptimized piece of software every update fixes nothing.Seems like only streamers running 1080 sli rigs can even get a stable frame rate that!!.Frames drop from 45 to 6 in a second just from looking inside a house which shouldnt be more intensive than rendering a whole ing game worlds geography.Dont get me wrong i love the premise and the non stop action and tense environment make a really cool experience but unitl this thing becomes stable and you can exit a match without the game crashing every and i mean every time its not worth the money.If it was a cheaper game due to the early access state of the game i wouldnt mind but for the money the devs ask for i expect at least a stable ux and a stable frame rate i wouldnt even mind if there was a frame lock option or something like that.When it comes to the games content things can always be added and new ideas and concepts can be developed but when it comes to optimisation and how the user can use the gui it either works or it dosent and this simply dosent.The unreal 4 engine is really cool but there is alot of work to be done here which i hope does happen.,User Interface,negative,0
"Enjoyable game especially with friends but the developers are cancer.1. They break their promises by releasing microtransactions before full release.2. People have been banned for ""stream sniping"" i.e. a player using someone's stream to get an advantage over the streamer. Problem is it's impossible to prove that someone stream sniped.",friends,positive,0
"Enjoyable game especially with friends but the developers are cancer.1. They break their promises by releasing microtransactions before full release.2. People have been banned for ""stream sniping"" i.e. a player using someone's stream to get an advantage over the streamer. Problem is it's impossible to prove that someone stream sniped.",microtransactions,negative,0
With every update it runs worse more than one year and still runs like don't waste your money.,Performance and Optimization,negative,0
With every update it runs worse more than one year and still runs like don't waste your money.,Support,negative,0
Thought they would fix there bugs in open but they didnt. Also cant que up by yourself cause the chinese took over the NA servers. You will get them talking Cantonese or some other language. They made more bugs in the 1.0 release than test servers. Also was expecting zombie mode but I guess BlueBalls let us down again.,bugs,negative,1
Product received for free. is a good game worth buying and playing with a tight community if new maps would be even more cool like,community,positive,0
Paid crates for random items? Don't you have other issues to sort out?Don't get me wrong the game is OKAY at it's current stage but going back on your words and establishing microtransactions is a bad decision.,Monetization,negative,0
Paid crates for random items? Don't you have other issues to sort out?Don't get me wrong the game is OKAY at it's current stage but going back on your words and establishing microtransactions is a bad decision.,microtransactions,negative,0
Perhaps the most hyped up game of 2017. But this isnt a game its a glitch. This FPP/TPP multiplayer shooter is one of the most poorly optimised games I have ever played. And now they introduce skins. Waav gg. Ratings 2.5/10,Performance and Optimization,negative,0
This game is a FU*KING joke. Invisible parachutes terribile servers d sync lag fest abysmal optimization paid lootcrates and broken event pass usless events a cheaters' paradise...They got billionsDon't buy itDon't support it,Multiplayer Experience,negative,0
This game is a FU*KING joke. Invisible parachutes terribile servers d sync lag fest abysmal optimization paid lootcrates and broken event pass usless events a cheaters' paradise...They got billionsDon't buy itDon't support it,lag,negative,0
This game is a FU*KING joke. Invisible parachutes terribile servers d sync lag fest abysmal optimization paid lootcrates and broken event pass usless events a cheaters' paradise...They got billionsDon't buy itDon't support it,Performance and Optimization,negative,0
The devs absolutly broke this game... I once had so much fun with it and now as everyone states. It's one hell of a money grab. With the copy paste Fortnite style missions and rewards to the about twenty types of crates that require keys to open which give you .. Now it has horrible desync issues. And the almost constant screaming of asian people on NA servers. Not worth it anymore. Keep your sanity.. stay away!,Monetization,negative,0
The devs absolutly broke this game... I once had so much fun with it and now as everyone states. It's one hell of a money grab. With the copy paste Fortnite style missions and rewards to the about twenty types of crates that require keys to open which give you .. Now it has horrible desync issues. And the almost constant screaming of asian people on NA servers. Not worth it anymore. Keep your sanity.. stay away!,Multiplayer Experience,negative,0
Probably the best Battle Royale game out there+ Solid battle royale gameplay. Drop from a plane collect loot kill players get pushed in closer and closer try to be the last man standing. The gun play is pretty realistic and it's always fun to get into an intense firefight.+ Great fun with friends+ Very High Replayability+ First Person and Third Person modes.+ Vehicles + Depening on how well you do you earn battle points. You can use these to get crates which you can sell on the market for profit OR open them for a cosmetic item. More of a personal note When playing in a squad it's very common for one of your friends to get knocked down and within a second they get killed with no chance of reviving them. This causes you to either leave the game or your friends have to sit there in boredom watching you play the remainder of the game. Can be frustratingly repetitive. Example Spending 20minutes looting / looking for players and then suddenly getting sniped across the map. Not enough map variety (there are only two maps currently) Lots of bugs... from randomly flipping off a bike taking heavy damage parachuting from the plane glitching inside loading buildings etc.SIde Note This is a game I never thought I'd enjoy,Gameplay Mechanics,positive,0
Probably the best Battle Royale game out there+ Solid battle royale gameplay. Drop from a plane collect loot kill players get pushed in closer and closer try to be the last man standing. The gun play is pretty realistic and it's always fun to get into an intense firefight.+ Great fun with friends+ Very High Replayability+ First Person and Third Person modes.+ Vehicles + Depening on how well you do you earn battle points. You can use these to get crates which you can sell on the market for profit OR open them for a cosmetic item. More of a personal note When playing in a squad it's very common for one of your friends to get knocked down and within a second they get killed with no chance of reviving them. This causes you to either leave the game or your friends have to sit there in boredom watching you play the remainder of the game. Can be frustratingly repetitive. Example Spending 20minutes looting / looking for players and then suddenly getting sniped across the map. Not enough map variety (there are only two maps currently) Lots of bugs... from randomly flipping off a bike taking heavy damage parachuting from the plane glitching inside loading buildings etc.SIde Note This is a game I never thought I'd enjoy,bugs,negative,0
Probably the best Battle Royale game out there+ Solid battle royale gameplay. Drop from a plane collect loot kill players get pushed in closer and closer try to be the last man standing. The gun play is pretty realistic and it's always fun to get into an intense firefight.+ Great fun with friends+ Very High Replayability+ First Person and Third Person modes.+ Vehicles + Depening on how well you do you earn battle points. You can use these to get crates which you can sell on the market for profit OR open them for a cosmetic item. More of a personal note When playing in a squad it's very common for one of your friends to get knocked down and within a second they get killed with no chance of reviving them. This causes you to either leave the game or your friends have to sit there in boredom watching you play the remainder of the game. Can be frustratingly repetitive. Example Spending 20minutes looting / looking for players and then suddenly getting sniped across the map. Not enough map variety (there are only two maps currently) Lots of bugs... from randomly flipping off a bike taking heavy damage parachuting from the plane glitching inside loading buildings etc.SIde Note This is a game I never thought I'd enjoy,repetitive,negative,0
The frames have improved significantly since early acces and the new map is a welcome change.Sadly the lags are still there the tickrate of the servers is awful and the handling particularly in firsst person mode is very clunky.,Gameplay Mechanics,negative,0
The frames have improved significantly since early acces and the new map is a welcome change.Sadly the lags are still there the tickrate of the servers is awful and the handling particularly in firsst person mode is very clunky.,Multiplayer Experience,negative,0
This game was great in beta. And since full release has been getting worse and worse. Netcode is bad servers are bad ping grouping is bad. Money grabbing is bad. But uninstalling was good.,Multiplayer Experience,negative,0
This game was great in beta. And since full release has been getting worse and worse. Netcode is bad servers are bad ping grouping is bad. Money grabbing is bad. But uninstalling was good.,Monetization,negative,0
This game was great in beta. And since full release has been getting worse and worse. Netcode is bad servers are bad ping grouping is bad. Money grabbing is bad. But uninstalling was good.,Support,negative,0
Fun and intense as hell,Gameplay Mechanics,positive,0
"Brilliant game excellent teamwork and strategy/tactics involved. Don't join a game that isn't solo without a mic you're putting others at a disadvantage and being a complete prick.I would rate this game 8/10would be 10 if it wasn't for bugs and optimization needed but I see them coming in the near future.If you recieve ""Network lag detected"" or simple frame drop to a crazy amount. What you need to do is hold ALT and press F4 while holding it.Instant fps boost removes network lag.10/10 265m kill with kar98k in a few days of buying the game some are good at close range some at med some at high. High range is not your average CoD building to building but literally 200m to 1km away. Me and my squad have managed to knock people out from at least 300 500m away just a shame his teammate was close to revive!Buy this game if you have friends and love shooters. There's also an FPS only mode for solo duo squad play. Excellent game would recommend to all!",Gameplay Mechanics,positive,0
"Brilliant game excellent teamwork and strategy/tactics involved. Don't join a game that isn't solo without a mic you're putting others at a disadvantage and being a complete prick.I would rate this game 8/10would be 10 if it wasn't for bugs and optimization needed but I see them coming in the near future.If you recieve ""Network lag detected"" or simple frame drop to a crazy amount. What you need to do is hold ALT and press F4 while holding it.Instant fps boost removes network lag.10/10 265m kill with kar98k in a few days of buying the game some are good at close range some at med some at high. High range is not your average CoD building to building but literally 200m to 1km away. Me and my squad have managed to knock people out from at least 300 500m away just a shame his teammate was close to revive!Buy this game if you have friends and love shooters. There's also an FPS only mode for solo duo squad play. Excellent game would recommend to all!",bugs,negative,0
"Brilliant game excellent teamwork and strategy/tactics involved. Don't join a game that isn't solo without a mic you're putting others at a disadvantage and being a complete prick.I would rate this game 8/10would be 10 if it wasn't for bugs and optimization needed but I see them coming in the near future.If you recieve ""Network lag detected"" or simple frame drop to a crazy amount. What you need to do is hold ALT and press F4 while holding it.Instant fps boost removes network lag.10/10 265m kill with kar98k in a few days of buying the game some are good at close range some at med some at high. High range is not your average CoD building to building but literally 200m to 1km away. Me and my squad have managed to knock people out from at least 300 500m away just a shame his teammate was close to revive!Buy this game if you have friends and love shooters. There's also an FPS only mode for solo duo squad play. Excellent game would recommend to all!",Performance and Optimization,negative,0
"Brilliant game excellent teamwork and strategy/tactics involved. Don't join a game that isn't solo without a mic you're putting others at a disadvantage and being a complete prick.I would rate this game 8/10would be 10 if it wasn't for bugs and optimization needed but I see them coming in the near future.If you recieve ""Network lag detected"" or simple frame drop to a crazy amount. What you need to do is hold ALT and press F4 while holding it.Instant fps boost removes network lag.10/10 265m kill with kar98k in a few days of buying the game some are good at close range some at med some at high. High range is not your average CoD building to building but literally 200m to 1km away. Me and my squad have managed to knock people out from at least 300 500m away just a shame his teammate was close to revive!Buy this game if you have friends and love shooters. There's also an FPS only mode for solo duo squad play. Excellent game would recommend to all!",teamwork,positive,0
Defining the Battle Royale Genre. As we approach a new year a fresh trend enters the established medium of gaming Battle Royale. PUBG is the catalyst for this uproar being responsible for spawning even newer titles (or changes) such as Fortnite Rules of Survival and the H1Z1 controversy. + The Pros Vehicles Out of all the battle royale games that have been released thus far this has the widest variety of vehicles to choose from all with their own upsides and downsides. Granted control whilst driving can be a chore (or unfair sometimes) but otherwise it's satisfying to use.Gunplay Once again PUBG has the best gun control that any battle royale game has to offer. Not only that but I'd argue that it's gunplay is more effecient than other FPS focused titles in the industry. Replayability This game can be out right addicting and it never seems to disappoint me every round I play (with some exceptions). With friends it's only more enjoyable. So if you're searching for long term investments for any particular game this is a must have in your wishlist. The Cons Hackers Although I do believe that players have exaggerated this issue it still maintains its relevance in the general experience. Throughout the pros I mentioned that most of the rounds I encountered were enjoyable and engaging. Suffice to say the exceptions to that consistency is this particular issue.Variety If this game was still in Early Access I wouldn't have pointed this out. However PUBG recently released a full release with a major update that enhances its graphics and optimization. On one hand the optimization issue that was profound in the previous version is adjusted. On the other hand the variety in maps and weaponry still feel somewhat lacking. For a $30 game there should be more content. That's not to say that the rest of the gameplay doesn't make up for these glaring flaws. Final Verdict Whether you hate or enjoy the Battle Royale genre I would recommend anyone this game. There's a lot of enjoyment that can be had with this game especially with friends.EDIT This review is outdated due to recent business practices. (I.E Microtransactions Slow Development Dishonest Developers etc. etc.),friends,positive,1
Defining the Battle Royale Genre. As we approach a new year a fresh trend enters the established medium of gaming Battle Royale. PUBG is the catalyst for this uproar being responsible for spawning even newer titles (or changes) such as Fortnite Rules of Survival and the H1Z1 controversy. + The Pros Vehicles Out of all the battle royale games that have been released thus far this has the widest variety of vehicles to choose from all with their own upsides and downsides. Granted control whilst driving can be a chore (or unfair sometimes) but otherwise it's satisfying to use.Gunplay Once again PUBG has the best gun control that any battle royale game has to offer. Not only that but I'd argue that it's gunplay is more effecient than other FPS focused titles in the industry. Replayability This game can be out right addicting and it never seems to disappoint me every round I play (with some exceptions). With friends it's only more enjoyable. So if you're searching for long term investments for any particular game this is a must have in your wishlist. The Cons Hackers Although I do believe that players have exaggerated this issue it still maintains its relevance in the general experience. Throughout the pros I mentioned that most of the rounds I encountered were enjoyable and engaging. Suffice to say the exceptions to that consistency is this particular issue.Variety If this game was still in Early Access I wouldn't have pointed this out. However PUBG recently released a full release with a major update that enhances its graphics and optimization. On one hand the optimization issue that was profound in the previous version is adjusted. On the other hand the variety in maps and weaponry still feel somewhat lacking. For a $30 game there should be more content. That's not to say that the rest of the gameplay doesn't make up for these glaring flaws. Final Verdict Whether you hate or enjoy the Battle Royale genre I would recommend anyone this game. There's a lot of enjoyment that can be had with this game especially with friends.EDIT This review is outdated due to recent business practices. (I.E Microtransactions Slow Development Dishonest Developers etc. etc.),hackers,negative,0
Defining the Battle Royale Genre. As we approach a new year a fresh trend enters the established medium of gaming Battle Royale. PUBG is the catalyst for this uproar being responsible for spawning even newer titles (or changes) such as Fortnite Rules of Survival and the H1Z1 controversy. + The Pros Vehicles Out of all the battle royale games that have been released thus far this has the widest variety of vehicles to choose from all with their own upsides and downsides. Granted control whilst driving can be a chore (or unfair sometimes) but otherwise it's satisfying to use.Gunplay Once again PUBG has the best gun control that any battle royale game has to offer. Not only that but I'd argue that it's gunplay is more effecient than other FPS focused titles in the industry. Replayability This game can be out right addicting and it never seems to disappoint me every round I play (with some exceptions). With friends it's only more enjoyable. So if you're searching for long term investments for any particular game this is a must have in your wishlist. The Cons Hackers Although I do believe that players have exaggerated this issue it still maintains its relevance in the general experience. Throughout the pros I mentioned that most of the rounds I encountered were enjoyable and engaging. Suffice to say the exceptions to that consistency is this particular issue.Variety If this game was still in Early Access I wouldn't have pointed this out. However PUBG recently released a full release with a major update that enhances its graphics and optimization. On one hand the optimization issue that was profound in the previous version is adjusted. On the other hand the variety in maps and weaponry still feel somewhat lacking. For a $30 game there should be more content. That's not to say that the rest of the gameplay doesn't make up for these glaring flaws. Final Verdict Whether you hate or enjoy the Battle Royale genre I would recommend anyone this game. There's a lot of enjoyment that can be had with this game especially with friends.EDIT This review is outdated due to recent business practices. (I.E Microtransactions Slow Development Dishonest Developers etc. etc.),Gameplay Mechanics,positive,0
Defining the Battle Royale Genre. As we approach a new year a fresh trend enters the established medium of gaming Battle Royale. PUBG is the catalyst for this uproar being responsible for spawning even newer titles (or changes) such as Fortnite Rules of Survival and the H1Z1 controversy. + The Pros Vehicles Out of all the battle royale games that have been released thus far this has the widest variety of vehicles to choose from all with their own upsides and downsides. Granted control whilst driving can be a chore (or unfair sometimes) but otherwise it's satisfying to use.Gunplay Once again PUBG has the best gun control that any battle royale game has to offer. Not only that but I'd argue that it's gunplay is more effecient than other FPS focused titles in the industry. Replayability This game can be out right addicting and it never seems to disappoint me every round I play (with some exceptions). With friends it's only more enjoyable. So if you're searching for long term investments for any particular game this is a must have in your wishlist. The Cons Hackers Although I do believe that players have exaggerated this issue it still maintains its relevance in the general experience. Throughout the pros I mentioned that most of the rounds I encountered were enjoyable and engaging. Suffice to say the exceptions to that consistency is this particular issue.Variety If this game was still in Early Access I wouldn't have pointed this out. However PUBG recently released a full release with a major update that enhances its graphics and optimization. On one hand the optimization issue that was profound in the previous version is adjusted. On the other hand the variety in maps and weaponry still feel somewhat lacking. For a $30 game there should be more content. That's not to say that the rest of the gameplay doesn't make up for these glaring flaws. Final Verdict Whether you hate or enjoy the Battle Royale genre I would recommend anyone this game. There's a lot of enjoyment that can be had with this game especially with friends.EDIT This review is outdated due to recent business practices. (I.E Microtransactions Slow Development Dishonest Developers etc. etc.),Replayability,positive,0
Defining the Battle Royale Genre. As we approach a new year a fresh trend enters the established medium of gaming Battle Royale. PUBG is the catalyst for this uproar being responsible for spawning even newer titles (or changes) such as Fortnite Rules of Survival and the H1Z1 controversy. + The Pros Vehicles Out of all the battle royale games that have been released thus far this has the widest variety of vehicles to choose from all with their own upsides and downsides. Granted control whilst driving can be a chore (or unfair sometimes) but otherwise it's satisfying to use.Gunplay Once again PUBG has the best gun control that any battle royale game has to offer. Not only that but I'd argue that it's gunplay is more effecient than other FPS focused titles in the industry. Replayability This game can be out right addicting and it never seems to disappoint me every round I play (with some exceptions). With friends it's only more enjoyable. So if you're searching for long term investments for any particular game this is a must have in your wishlist. The Cons Hackers Although I do believe that players have exaggerated this issue it still maintains its relevance in the general experience. Throughout the pros I mentioned that most of the rounds I encountered were enjoyable and engaging. Suffice to say the exceptions to that consistency is this particular issue.Variety If this game was still in Early Access I wouldn't have pointed this out. However PUBG recently released a full release with a major update that enhances its graphics and optimization. On one hand the optimization issue that was profound in the previous version is adjusted. On the other hand the variety in maps and weaponry still feel somewhat lacking. For a $30 game there should be more content. That's not to say that the rest of the gameplay doesn't make up for these glaring flaws. Final Verdict Whether you hate or enjoy the Battle Royale genre I would recommend anyone this game. There's a lot of enjoyment that can be had with this game especially with friends.EDIT This review is outdated due to recent business practices. (I.E Microtransactions Slow Development Dishonest Developers etc. etc.),Graphics and Visuals,positive,0
Defining the Battle Royale Genre. As we approach a new year a fresh trend enters the established medium of gaming Battle Royale. PUBG is the catalyst for this uproar being responsible for spawning even newer titles (or changes) such as Fortnite Rules of Survival and the H1Z1 controversy. + The Pros Vehicles Out of all the battle royale games that have been released thus far this has the widest variety of vehicles to choose from all with their own upsides and downsides. Granted control whilst driving can be a chore (or unfair sometimes) but otherwise it's satisfying to use.Gunplay Once again PUBG has the best gun control that any battle royale game has to offer. Not only that but I'd argue that it's gunplay is more effecient than other FPS focused titles in the industry. Replayability This game can be out right addicting and it never seems to disappoint me every round I play (with some exceptions). With friends it's only more enjoyable. So if you're searching for long term investments for any particular game this is a must have in your wishlist. The Cons Hackers Although I do believe that players have exaggerated this issue it still maintains its relevance in the general experience. Throughout the pros I mentioned that most of the rounds I encountered were enjoyable and engaging. Suffice to say the exceptions to that consistency is this particular issue.Variety If this game was still in Early Access I wouldn't have pointed this out. However PUBG recently released a full release with a major update that enhances its graphics and optimization. On one hand the optimization issue that was profound in the previous version is adjusted. On the other hand the variety in maps and weaponry still feel somewhat lacking. For a $30 game there should be more content. That's not to say that the rest of the gameplay doesn't make up for these glaring flaws. Final Verdict Whether you hate or enjoy the Battle Royale genre I would recommend anyone this game. There's a lot of enjoyment that can be had with this game especially with friends.EDIT This review is outdated due to recent business practices. (I.E Microtransactions Slow Development Dishonest Developers etc. etc.),Performance and Optimization,positive,0
Defining the Battle Royale Genre. As we approach a new year a fresh trend enters the established medium of gaming Battle Royale. PUBG is the catalyst for this uproar being responsible for spawning even newer titles (or changes) such as Fortnite Rules of Survival and the H1Z1 controversy. + The Pros Vehicles Out of all the battle royale games that have been released thus far this has the widest variety of vehicles to choose from all with their own upsides and downsides. Granted control whilst driving can be a chore (or unfair sometimes) but otherwise it's satisfying to use.Gunplay Once again PUBG has the best gun control that any battle royale game has to offer. Not only that but I'd argue that it's gunplay is more effecient than other FPS focused titles in the industry. Replayability This game can be out right addicting and it never seems to disappoint me every round I play (with some exceptions). With friends it's only more enjoyable. So if you're searching for long term investments for any particular game this is a must have in your wishlist. The Cons Hackers Although I do believe that players have exaggerated this issue it still maintains its relevance in the general experience. Throughout the pros I mentioned that most of the rounds I encountered were enjoyable and engaging. Suffice to say the exceptions to that consistency is this particular issue.Variety If this game was still in Early Access I wouldn't have pointed this out. However PUBG recently released a full release with a major update that enhances its graphics and optimization. On one hand the optimization issue that was profound in the previous version is adjusted. On the other hand the variety in maps and weaponry still feel somewhat lacking. For a $30 game there should be more content. That's not to say that the rest of the gameplay doesn't make up for these glaring flaws. Final Verdict Whether you hate or enjoy the Battle Royale genre I would recommend anyone this game. There's a lot of enjoyment that can be had with this game especially with friends.EDIT This review is outdated due to recent business practices. (I.E Microtransactions Slow Development Dishonest Developers etc. etc.),content,negative,0
This game burnt out and broke my EVGA GTX 970 after 5 hours of gameplay it's a great concept of a game but not worth the money if you don't have an ultra PC because of the dreadful optimisation.Would give it a thumbs up if it didn't break my graphics card.,Performance and Optimization,negative,0
Optimisation is beyond terrible makes a great game extremely frustrating to play. Not yet worth the 30 euro don't bother purchasing until they iron out the bugs and there are a lot.Revised review Everything about this game is a shameful cash grab years later the game runs just as bad as it did in early access. Not surprising they've lost 50% of their playerbase this year alone. Goodbye PUBG I wish I could say it was fun but your game is a pile of and always has been.,Performance and Optimization,negative,0
Optimisation is beyond terrible makes a great game extremely frustrating to play. Not yet worth the 30 euro don't bother purchasing until they iron out the bugs and there are a lot.Revised review Everything about this game is a shameful cash grab years later the game runs just as bad as it did in early access. Not surprising they've lost 50% of their playerbase this year alone. Goodbye PUBG I wish I could say it was fun but your game is a pile of and always has been.,bugs,negative,0
GRAPHICS THAT ARE SO BAD THIER COMPARABLE TO GAMES MADE 10 YEARS AGOGUN PHYSICS THAT ARE SO TRASH GABEN COULD'VE MADE BETTERHIT BOXES THAT WORK 1/10 OF THE TIMEANIMATIONS WORSE THEN CS GOCAR PHYSICS THAT DO BACK FLIPS BY HITTING THE SMALLEST HUMP A MAP THEY THREW TOGETHER IN 5 SECONDSDEVS THAT HAVE A FEW 100MILLION DOLLARS AND ONLY SPEND IT ON THIER NEW PAID CONTENTDIE BY THE BORDER 9999999.99999999% OF THE TIMESO I HAVE NOTHING TO SAY ABOUT THIS DISGRACE OF A GAME!!!!!!!,Graphics and Visuals,negative,0
GRAPHICS THAT ARE SO BAD THIER COMPARABLE TO GAMES MADE 10 YEARS AGOGUN PHYSICS THAT ARE SO TRASH GABEN COULD'VE MADE BETTERHIT BOXES THAT WORK 1/10 OF THE TIMEANIMATIONS WORSE THEN CS GOCAR PHYSICS THAT DO BACK FLIPS BY HITTING THE SMALLEST HUMP A MAP THEY THREW TOGETHER IN 5 SECONDSDEVS THAT HAVE A FEW 100MILLION DOLLARS AND ONLY SPEND IT ON THIER NEW PAID CONTENTDIE BY THE BORDER 9999999.99999999% OF THE TIMESO I HAVE NOTHING TO SAY ABOUT THIS DISGRACE OF A GAME!!!!!!!,physics,negative,0
GRAPHICS THAT ARE SO BAD THIER COMPARABLE TO GAMES MADE 10 YEARS AGOGUN PHYSICS THAT ARE SO TRASH GABEN COULD'VE MADE BETTERHIT BOXES THAT WORK 1/10 OF THE TIMEANIMATIONS WORSE THEN CS GOCAR PHYSICS THAT DO BACK FLIPS BY HITTING THE SMALLEST HUMP A MAP THEY THREW TOGETHER IN 5 SECONDSDEVS THAT HAVE A FEW 100MILLION DOLLARS AND ONLY SPEND IT ON THIER NEW PAID CONTENTDIE BY THE BORDER 9999999.99999999% OF THE TIMESO I HAVE NOTHING TO SAY ABOUT THIS DISGRACE OF A GAME!!!!!!!,animations,negative,0
I don't know what to say... it's just too fun to use words to describe this game.. amazing graphics easy controls creative moves and stunts many variation of vehicles... and soo much more,Graphics and Visuals,positive,0
I don't know what to say... it's just too fun to use words to describe this game.. amazing graphics easy controls creative moves and stunts many variation of vehicles... and soo much more,controls,positive,0
I don't know what to say... it's just too fun to use words to describe this game.. amazing graphics easy controls creative moves and stunts many variation of vehicles... and soo much more,Gameplay Mechanics,positive,0
This game is really good. Great gun combat and physics fast paced action and a lot of diversity. The devs listen to the community which is great. Fantastic game a must buy!,combat,positive,0
This game is really good. Great gun combat and physics fast paced action and a lot of diversity. The devs listen to the community which is great. Fantastic game a must buy!,action,positive,0
This game is really good. Great gun combat and physics fast paced action and a lot of diversity. The devs listen to the community which is great. Fantastic game a must buy!,diversity,positive,0
This game is really good. Great gun combat and physics fast paced action and a lot of diversity. The devs listen to the community which is great. Fantastic game a must buy!,Support,positive,0
Free roam is great got bored with it and downloaded native trainer now i have more fun. but I wish RockStar could add more single player content,content,negative,0
"Great game but tons of bugs stupid online connection and bad optimization.They should rename this crappy port to ""Monster Hunter Error 50382 MW1""",Performance and Optimization,negative,0
Don't buy this crap piece of you can't change your keys and the game is bugged like a donkey's . Why did they went out of beta?,bugs,negative,0
Can run Battlefield 4 and Arma 3 on High but can't run this on Low/Medium. 2/10 fun but needs optimization.,Performance and Optimization,negative,0
I started off and almost at once I was killed by a wolf. Started again and the same thing. I quit after that but came back a few days later. I learned to avoid the wolves and I started to see the potential in this game. The gathering of supplies the crafting and the scavenging are all cool to figure out and attempt to learn. However the game does have some framerate issues and graphical bugs. However I can look past that for now as this game is in alpha. I just hope that eventually this game grows into the masterpiece I can see buried under all the early alpha crap a game experiences.,crafting,positive,0
I started off and almost at once I was killed by a wolf. Started again and the same thing. I quit after that but came back a few days later. I learned to avoid the wolves and I started to see the potential in this game. The gathering of supplies the crafting and the scavenging are all cool to figure out and attempt to learn. However the game does have some framerate issues and graphical bugs. However I can look past that for now as this game is in alpha. I just hope that eventually this game grows into the masterpiece I can see buried under all the early alpha crap a game experiences.,Performance and Optimization,negative,0
My favorite GTA so far... I can say the game is fantastic and a must tryHere some pros/cons to keep it simple...Pros Still new updates (for free no DLC buying) Optimised(I get like 80 90 fps with on a GTX 1070 + i7 6700k on 2560x1080 RES on High to Ultra settings) Active players (still in the top 10 of the most played games on steam) Huge map with nice locations Nice idea with 3 different characters to make a better single player experience + every character has his own ability Lots of online content as well (freeroam missions new racing stuff own office heists etc.) Many vehicles Customizable Apartments/houses/cars/outfits/weapons Fun with friends!Cons Everything is expensive if you're playing multiplayer feels like you have to buy in game money (shark cards from steam) Hackers in online... Spawning crap to block the road freezing you deleting your weapons (its temporary don't worry) spawning money (because everything is expensive) and also trying to crash your game by spawning alot of stuff if you want to report them.. could be better for the modding communityStill a great game and I think the number of hackers have reduced by now.,Level Design,positive,0
My favorite GTA so far... I can say the game is fantastic and a must tryHere some pros/cons to keep it simple...Pros Still new updates (for free no DLC buying) Optimised(I get like 80 90 fps with on a GTX 1070 + i7 6700k on 2560x1080 RES on High to Ultra settings) Active players (still in the top 10 of the most played games on steam) Huge map with nice locations Nice idea with 3 different characters to make a better single player experience + every character has his own ability Lots of online content as well (freeroam missions new racing stuff own office heists etc.) Many vehicles Customizable Apartments/houses/cars/outfits/weapons Fun with friends!Cons Everything is expensive if you're playing multiplayer feels like you have to buy in game money (shark cards from steam) Hackers in online... Spawning crap to block the road freezing you deleting your weapons (its temporary don't worry) spawning money (because everything is expensive) and also trying to crash your game by spawning alot of stuff if you want to report them.. could be better for the modding communityStill a great game and I think the number of hackers have reduced by now.,Support,positive,0
My favorite GTA so far... I can say the game is fantastic and a must tryHere some pros/cons to keep it simple...Pros Still new updates (for free no DLC buying) Optimised(I get like 80 90 fps with on a GTX 1070 + i7 6700k on 2560x1080 RES on High to Ultra settings) Active players (still in the top 10 of the most played games on steam) Huge map with nice locations Nice idea with 3 different characters to make a better single player experience + every character has his own ability Lots of online content as well (freeroam missions new racing stuff own office heists etc.) Many vehicles Customizable Apartments/houses/cars/outfits/weapons Fun with friends!Cons Everything is expensive if you're playing multiplayer feels like you have to buy in game money (shark cards from steam) Hackers in online... Spawning crap to block the road freezing you deleting your weapons (its temporary don't worry) spawning money (because everything is expensive) and also trying to crash your game by spawning alot of stuff if you want to report them.. could be better for the modding communityStill a great game and I think the number of hackers have reduced by now.,Performance and Optimization,positive,0
